artist_id,artist_name,followers,popularity,genres,num_genres
0tMnuEXTeJeHbslcV8OybJ,Drugdealer,169139,57,psychedelic pop,1
11aa081aKYUzmeFm0yHdT2,S3RL,477548,63,"happy hardcore, nightcore, hyperpop",3
4xTDPgk4jHCF0qui3dH6BS,The Black Dahlia Murder,367676,50,"melodic death metal, death metal, deathcore, metal",4
6HclTVD03WSY6GUpN16BkP,Claudio Abbado,60408,67,"classical, opera, requiem, orchestra",4
1t17z3vfuc82cxSDMrvryJ,Macaroni Empitsu,1565784,68,j-pop,1
4aN7T7NNFFMRJgVbRPne8q,Bohnes,242418,60,,0
12Kgt2eahvxNWhD5PnSUde,Mary Mary,662706,55,"gospel, gospel r&b",2
7nJNuftnqwrFGFs3ZRRe0u,MEMBA,95221,50,future bass,1
1Clwe5e4xyRasANUVlpcCf,Vedan,484069,60,"malayalam hip hop, malayalam pop, mollywood, tamil hip hop",4
1qKLikeNYpQFSsDAjg7HpI,The Kiboomers,115655,65,"children's music, lullaby",2
0EtwDFzbxPxghUdhwfo9R4,Samba De Raiz,178358,54,"samba, pagode",2
4C4kpaAdp6aKSkguw40SsU,Skank,3198787,68,"brazilian rock, mpb, brazilian pop, pop rock",4
5HK6QtizXJzCmoYTkvFRik,Ndotz,234059,66,,0
5JZXYantGqgguYFt5pw1uH,Aaron Flemming,1401,48,,0
5GLFbwgiU1YyAoQD8C4nvC,Charly Lownoise & Mental Theo,35850,51,"happy hardcore, gabber, hardcore techno, eurodance, hardcore",5
24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,914958,64,"emo, pop punk, emo pop, screamo",4
3vRclCt9VnNhYIxFMQCxuM,Milli Vanilli,484819,62,,0
4oa7ETNZH1ivfzFkCGVZlR,Milionário & José Rico,3260570,68,"sertanejo tradicional, sertanejo",2
24Do6BPcxORedhcXObMDfI,Gene Summers,2502,19,"rockabilly, psychobilly",2
24DO0PijjITGIEWsO8XaPs,Nora En Pure,460361,61,"deep house, melodic house, progressive house, house",4
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,1619023,72,,0
6tOsSffQQIXmK8TqsDck8t,Chico Buarque,1638779,65,"mpb, bossa nova, samba, brazilian jazz",4
1c0LUqvKTiWVsdrIn4LTZz,John Alldis Choir,2029,49,"opera, classical",2
7h3sHeoG9K1Ogwy7VhwtsU,Виктор Лебедев,916,18,,0
0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,6224120,81,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",6
3eVlsZt6glT96Q404XnLsa,DarillisBeats,5568,40,"jersey club, philly club",2
1Qp56T7n950O3EGMsSl81D,Ghost,3542081,78,"metal, hard rock",2
2kpIKpLZxt3XF13FvEPtmy,DSM,69,0,experimental,1
29PgYwTelpNl6370XLqFtN,Cryptopsy,183112,44,"death metal, grindcore, metal, deathcore",4
57ylwQTnFnIhJh4nu4rxCs,In Flames,1261810,65,"melodic death metal, metal, melodic metal, death metal, metalcore",5
67es8ZtGIcV80XDLwlQkU3,Brisk,5742,26,"happy hardcore, hardcore, gabber, hardcore techno",4
5KFXAufcOTSKibMfLnmyYC,Lance Allen,15422,50,,0
2CgVSpL4tfbUuHmTGS7wF3,Ocean Waves For Sleep,47078,62,,0
0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,1371476,59,"motown, soul, northern soul",3
4QXf68owEt4pbGAUeDaIfp,Caju Pra Baixo,162383,60,"pagode, samba",2
0hpFvOQB4A7Izba40awb6Y,BeatBo,9399,29,children's music,1
6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,1772626,68,"motown, soul",2
2VIoWte1HPDbZ2WqHd2La7,The Turtles,670858,61,,0
7dGJo4pcD2V6oG8kP0tJRR,Eminem,99996314,92,"rap, hip hop",2
0PFtn5NtBbbUNbU9EAmIWF,TOTO,3428860,77,soft rock,1
0qJpY7K8p7g6sacvaGNt6i,Fit For An Autopsy,243445,53,"deathcore, death metal, metalcore, metal, djent",5
2oZcMYiKpjaA2Et5mU3RPP,Chronixx,597813,63,"reggae, dancehall, roots reggae, lovers rock, ragga",5
3C46KtMg8M2HXzjSWEq2QE,Reinaldo,254117,58,"samba, pagode, funk melody",3
03vWQx7x09Nqiv7Ks0HC7C,a vow,30409,60,"dark ambient, ambient",2
6GrHfxMFCXCdIhN9DrAxjK,DJ Smallz 732,37855,47,"jersey club, baltimore club, philly club",3
3tVc31isarO5guX1jYDYt0,John Pinette,34896,41,comedy,1
6M4QfNzj433rXVijCYpKoB,Aiden Music,19198,59,"hypertechno, afro house, techno, tekno",4
3jNkaOXasoc7RsxdchvEVq,Chase & Status,1141543,71,"drum and bass, jungle",2
59sBwR0jPSTrbMtuTkRPN5,Wild Rivers,281717,66,folk pop,1
61lyPtntblHJvA7FMMhi7E,Duke Dumont,769018,69,house,1
7pyhre5oEEFMqcgMEvJY7q,Sky Ferreira,629189,57,,0
3jS58yKkLzOd8S8IHyCsEm,Panther Chan,107547,52,cantopop,1
6V3F8MZrOKdT9fU686ybE9,Mark Morrison,133129,64,,0
0gAsyuu4SY5lOgmJxxKcI3,Elena Kamburova,5222,30,,0
6ZLy8YFk7VbamsI5qbYXtw,Darlene Zschech,370688,56,"worship, christian",2
7nkLRaWHImCvWGHdNGnhVE,Ten Years After,599629,59,"blues rock, psychedelic rock",2
4LeF3SUf7hytyGQJoLJbym,The Field Tapes,10947,49,lo-fi beats,1
1kLIll3eaXbtpi642OtnbV,Deno Crazy,10947,41,dancehall,1
0iy7QDMTG00FqTFtlnImPO,Asspera,64131,38,,0
2rTo8KIkBTFjQS7VvaKYQ4,W&W,906886,76,"big room, edm",2
0OcclcP5o8VKH2TRqSY2A7,Howard Shore,487189,69,soundtrack,1
0wr85NuJuAYZsRzP1lJgiV,Wildstylez,196519,56,"hardstyle, frenchcore, hardcore",3
4I61op5v2v1kabf5V44j0n,Evil Nine,29679,40,"big beat, breakbeat",2
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,4350936,78,,0
7GW29ROf9zMWDoKFawzK2C,The Gene Dudley Group,2779,15,,0
5xIOUIBQhGFX7HIj8lhdyU,Omar Varela,105869,69,"rkt, argentine trap, turreo, trap",4
2fNr4ldujwq97v1jWeqs8K,Kai Wachi,155035,55,"dubstep, deathstep, riddim, melodic bass, edm, bass music",6
7FJXPSSrHgr0YDfeiQ63uk,Nívea Soares,1701852,64,"gospel, brazilian evangelical music, worship, devotional",4
7LKC71aoVTsDcHP9weRH9R,Yui Horie,93318,39,"anime, j-pop",2
4ssUf5gLb1GBLxi1BhPrVt,Jorge Drexler,893131,66,"trova, singer-songwriter, nueva trova, latin folk",4
2rspptKP0lPBdlJJAJHqht,Yussef Dayes,321636,60,nu jazz,1
6vmRl3VuXiU126ssJufx2Z,Jon Cutler,12315,37,"funky house, disco house",2
7bcbShaqKdcyjnmv4Ix8j6,St. Vincent,947548,64,art pop,1
76fuWYgIf3TVIopTs3vaJ6,Amaal Mallik,4493241,73,"bollywood, hindi pop, desi",3
7Io0XduXk7aOHFHA7sLru2,Bonn,24609,65,,0
6S2tas4z6DyIklBajDqJxI,Infected Mushroom,775847,56,"psytrance, trance",2
3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,1117032,85,reggaeton,1
4RddZ3iHvSpGV4dvATac9X,Papa Roach,5757136,76,"nu metal, rap metal, alternative metal, rap rock, rock",5
26VFTg2z8YR0cCuwLzESi2,Halsey,22087940,83,,0
0d5ZwMtCer8dQdOPAgWhe7,Alcest,317466,48,"shoegaze, post-rock, black metal",3
5MraexJKZDrQYzS98kNwie,Sevdaliza,836235,74,,0
0jNDKefhfSbLR9sFvcPLHo,San Holo,702654,56,"future bass, edm",2
0UKfenbZb15sqhfPC6zbt3,DEVO,606397,56,"new wave, post-punk, synthpop",3
28Qbi9jTj2eej21P2mImZI,Ceza,4746944,65,"turkish hip hop, rap",2
3oaGNYMn968LbpA1sthjos,Rap La Rue,204176,71,german hip hop,1
1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,1980582,69,folk rock,1
1KrWXCPbbYS7LAjrXel6c7,Dry Bar Comedy,12825,37,comedy,1
4MrQDA45Gd0llLrwFUzimG,Flawed Mangoes,631070,68,,0
5ZKMPRDHc7qElVJFh3uRqB,Wanda Jackson,149606,48,"rockabilly, psychobilly, rock and roll",3
6caPJFLv1wesmM7gwK1ACy,Boris Brejcha,1525739,64,"minimal techno, techno, melodic techno, tech house, electro",5
5y2Xq6xcjJb2jVM54GHK3t,John Legend,7679675,77,"soft pop, neo soul",2
0aDiDIQbJrePa1QFZidEmy,Mokhov,6906,36,chillstep,1
5wn7ofJrDNHlKovbljawzS,Metropolitan Opera Orchestra,16738,48,"opera, classical",2
6AhBiAmizB4WDjBEkUHHWR,Valentina Ponomaryova,1580,22,,0
3Z7thZHrtFvqp8OpPffPKp,Propellerheads,160919,44,"big beat, breakbeat",2
5nGIFgo0shDenQYSE0Sn7c,Evanescence,5453852,78,alternative metal,1
29YNHs1rF7R6Wtl0pY0sZm,Fernando Corona,10274,29,banda,1
09djLPsTydbIFC9duW5mQp,Vitinho,1060586,65,"pagode, samba",2
22Zqu1yyebVnbve8FxbJ2g,Rednex,180841,62,,0
3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,290531,66,"disco house, funky house",2
10gzBoINW3cLJfZUka8Zoe,Above & Beyond,837573,63,"trance, progressive trance, progressive house",3
2joIhhX3Feq47H4QXVDOr3,RINI,828655,59,,0
3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,1482003,71,classical,1
39fT56OHEL2E98zDKrqBsC,Nikhil D'Souza,179914,60,"bollywood, hindi pop, hindi indie, indian indie",4
1QMgre3BHX161ZHtWMUu6S,Dimension,157637,63,"drum and bass, liquid funk",2
6rs1KAoQnFalSqSU4LTh8g,back number,5470040,76,"j-pop, j-rock",2
2MISUlPFrBMRlIcazbEOUI,Michael Ball,56074,47,musicals,1
3SXwqSqAoBz9WCI9PDQzY6,Fontaines D.C.,902394,74,post-punk,1
0mkH5jj3goQ51JtPKVodTo,Mustafa Sandal,1021540,65,"turkish pop, t-pop",2
3zmfs9cQwzJl575W1ZYXeT,Men I Trust,2177200,74,"bedroom pop, indie pop",2
4ZISAmHmQUDCpv8xydqeKG,Celtic Frost,270204,41,"black metal, thrash metal, doom metal, metal, speed metal, death metal, gothic metal",7
1zng9JZpblpk48IPceRWs8,Grupo Niche,4244821,71,"salsa, salsa romantica, merengue",3
6jGPmpMdDk6KzyNeXvD1xs,Thomas & Friends,68070,54,children's music,1
1kR99O4MgSTasyeJh8UFCg,DJ Koze,245362,57,,0
05lF0DUkLJqiW5o70SScyR,Hybrid Minds,192842,61,"liquid funk, drum and bass",2
6iVo62B0bdTknRcrktCmak,KAI,1642775,66,k-pop,1
74zjHeFm4yooE7SuemoFan,Buddy,8687,46,"schlagerparty, schlager",2
2eogQKWWoohI3BSnoG7E2U,Donna Summer,2094381,66,"disco, hi-nrg",2
6liAMWkVf5LH7YR9yfFy1Y,Portishead,2224730,66,"trip hop, downtempo",2
520qA5VGL9iI0SbmEnTVNg,Maleek Berry,636908,56,"afrobeats, afrobeat, afropop, afroswing, azonto, dancehall",6
1VJ0briNOlXRtJUAzoUJdt,FISHER,1100149,79,"tech house, house, techno",3
3bJ59Z94USftWXWfO7vCH3,Fejo,727387,59,"malayalam hip hop, malayalam pop, mollywood",3
5EvFsr3kj42KNv97ZEnqij,Shaggy,2380702,75,reggae,1
7bu3H8JO7d0UbMoVzbo70s,The Cure,6298154,77,"new wave, post-punk, darkwave",3
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,2470722,70,"rap rock, rap metal",2
3bO19AOone0ubCsfDXDtYt,Myles Smith,1039044,79,,0
70TsVY28EcEUYSGG5Yw7mp,Sam Tinnesz,264270,66,,0
1qW9Pi35NXnu7Q8KWyVYe6,陳卓賢 Ian,134026,59,"cantopop, c-pop",2
0ubIxkefJsoYY8JXc2HJoa,Leon Lai,177866,51,"cantopop, mandopop, c-pop",3
01olvHW7uzIInQx9VTNuJm,Rootkit,60364,49,"stutter house, drumstep",2
4vn1sbM398VhKpkvXMO78d,Anoushbard,370,1,progressive metal,1
5icAICPWHiBMzTJl7nUPMP,Nicholas Tse,127737,52,"cantopop, c-pop, mandopop",3
6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,907431,60,modern rock,1
3rHl3rSgCnHhOlVB87ZxyF,Kevin Hart,251601,42,comedy,1
5sehJiCiH15ihXYCKyEALX,Manikka Vinayagam,243532,57,"tamil dance, tamil pop, kollywood",3
4YWj8sohRDjL9deiuRvEEY,Noisia,284411,51,"drum and bass, drumstep, dubstep, breakbeat, bass music, jungle",6
6m8itYST9ADjBIYevXSb1r,Wilkinson,291635,64,"drum and bass, liquid funk",2
1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,284241,62,"midwest emo, pop punk, emo pop, emo, math rock",5
0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,2881835,68,turkish pop,1
2P560DaOMNDUACoH8ZhOCR,The Jam,806238,58,"punk, new wave, britpop, power pop",4
3EYY5FwDkHEYLw5V86SAtl,SICK LEGEND,233184,66,hardstyle,1
2qxJFvFYMEDqd7ui6kSAcq,Zedd,6077458,77,edm,1
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,1304862,76,tropical house,1
6cnJ8gP9R3JEh5mCCvOwz3,Evinha,59268,66,"bossa nova, mpb, brazilian jazz",3
4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,1427916,65,"indie folk, folk, chamber pop, indie",4
7tsriTe10P5GRh33RcxWja,Nikolay Kopylov,148,6,opera,1
5xdizdgbQQvGAgAolGhpXr,Friction,112093,54,"drum and bass, liquid funk, bassline",3
7qKxhFTGcJ7w7JEFGqqWwK,Piano Peace,29189,66,,0
5eioJDe26lOqkAMbuhzZYs,Gzuz,1513368,74,german hip hop,1
6uothxMWeLWIhsGeF7cyo4,Enya,2430945,74,"new age, celtic",2
5xKp3UyavIBUsGy3DQdXeF,A Great Big World,629046,60,,0
1peoXq0RPx7czVoFjloeDQ,MAVI,228524,57,"experimental hip hop, alternative hip hop",2
041iTeoMIwXMlShuQPIVKo,Klangkarussell,434120,65,,0
6jvJeMzlBK7kW5LQUePR6q,Stefan Stürmer,23590,49,"schlagerparty, schlager",2
5M0HAqHXyOh3q7WQnvce8o,Part Time,116009,50,dream pop,1
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,8750723,87,,0
51KbY36mrjHRQwvSbel74l,Jesse Barrera,147516,62,,0
393Q8JdQXQXqnIW8hhRkiT,Yuri Petrovski,11442,42,synthwave,1
1HxXNvsraqrsgfmju1yKk8,Modern Baseball,595521,66,"midwest emo, emo, pop punk, folk punk, math rock",5
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,11245660,81,"emo, pop punk, emo pop",3
2aS6jYh7ysTL1ZUsHneNgM,Berlin,601359,63,,0
5auLWD3XT6p3im19G2cLhP,Ron Funches,7937,57,"children's music, comedy",2
2CIMQHirSU0MQqyYHq0eOx,deadmau5,2857791,68,"edm, progressive house, dubstep",3
7oEBXFf9TDKulnNMFKU0FI,Melingo,15490,33,"tango, latin alternative",2
2wWBoQpcybsDVpouFubTqZ,Kris Bowers,46161,61,,0
7jQSqBxct7Aa8b3GsZFkO4,Miloš Karadaglić,31807,50,classical,1
7LWdcPFBFcRaamGjIJbPV7,Laffey,17744,58,"lo-fi, lo-fi beats",2
687cZJR45JO7jhk1LHIbgq,Tems,3083131,77,"afrobeats, alté, afrobeat",3
7K5Lm5dxoEwEpOS0Fc3l3s,Anaïs Mitchell,74930,66,musicals,1
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,8827727,79,disco,1
5dW2jDVBFLpKiUqXCg8ME5,Arsames,4896,15,death metal,1
3EC3CDEkhHY70vYFBVasZc,DJ MAC,20859,55,"dancehall, soca",2
3aIDSTKS9yH745GUQBxDcS,Fish Leong,1002255,60,"mandopop, taiwanese pop, c-pop",3
23fqKkggKUBHNkbKtXEls4,Kygo,8611190,82,tropical house,1
0f1IECbrVV952unZkzrsg2,Mc Gw,1572109,80,"phonk, brazilian phonk, funk, brazilian funk, funk carioca",5
2DFzMI8SSWPYBBSxVF7b2N,Projexx,26231,47,"afrobeats, alté, afrobeat, dancehall, afroswing, afro soul, afropop",7
3DCWeG2J1fZeu0Oe6i5Q6m,PLK,2285202,74,pop urbaine,1
7CUFPNi1TU8RowpnFRSsZV,Niska,5928536,74,pop urbaine,1
5gv9zZbaJKdjKWNVwcDP2N,Freq Nasty,7388,29,"breakbeat, big beat",2
1Koquigyoa3rcwk0e4HbFe,Tension Prophecy,403,0,"death metal, grindcore",2
7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,521620,61,acoustic pop,1
4XbnhifKeOnyfTsCInrQsX,No Spirit,19333,57,"lo-fi, lo-fi beats",2
7zrkALJ9ayRjzysp4QYoEg,Maribou State,451433,69,,0
1jpObIFmNOGfBc93WowfkT,Lynnic,50834,63,"stutter house, melodic house",2
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,4118197,73,"blues rock, garage rock, modern blues, rock",4
3nwYsifpwrKmCIpw4i0HDW,Konshens,528430,66,"dancehall, soca, riddim, ragga, reggae, shatta",6
2FrKQPjJe4pVMZOgm0ESOx,SNAP!,278378,65,eurodance,1
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,14078663,82,,0
2Ek1WGW7WeyDoxsZiu0AAd,National Philharmonic Orchestra,15442,60,"opera, classical, orchestra",3
7FEzSfCBSOo0wAmdk9pQ6M,Isata Kanneh-Mason,15267,56,classical,1
1ysHnRqLx1sIFxUlahQftx,Kyson,42921,50,,0
4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers,696661,64,,0
3AhwIUus3pIaA3CvYBEtpy,Richie Hawtin,282009,40,"minimal techno, acid house, acid techno, techno, idm, dub techno",6
1xy9x7h2jKEg8iG22Sml32,Tye Tribbett,479658,53,"gospel, worship, gospel r&b",3
1tpXaFf2F55E7kVJON4j4G,Black Rebel Motorcycle Club,575802,53,"garage rock, gothic country, blues rock",3
4IQKOXNGjuRRe0WgOm5YfB,Xande de Pilares,931540,63,"samba, pagode, mpb",3
52lBOxCxbJg0ttXEW9CQpW,Louis Prima,219963,59,"swing music, big band",2
6g641431O1Xkl7HAs2yFEg,EggPlantEgg,575576,56,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",6
4Dn8TwLoOeWtznIg0LLWFL,Dougal,17107,44,"happy hardcore, hardstyle, hardcore techno, hardcore",4
5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,332398,76,"classical, orchestra, opera",3
6icQOAFXDZKsumw3YXyusw,Lil Yachty,10652677,80,,0
4n9z9czt00gzw36hdoVU3G,Kainbeats,18294,61,"lo-fi, lo-fi beats",2
27T030eWyCQRmDyuvr1kxY,Scorpions,8078018,75,"hard rock, glam metal, rock",3
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,10611445,83,"french house, electronic, electro",3
247AfC9pLuqwgpH8Mo96oA,Connan Mockasin,260969,52,psychedelic pop,1
1X6ORK7IekgmyjV6IFPszP,Gustavo Mioto,6728101,75,"sertanejo, sertanejo universitário, arrocha, agronejo",4
23xqmJEN3oVxwzqtNIyR5m,AnnenMayKantereit,2094382,69,german pop,1
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,7624848,79,"reggaeton, trap latino, urbano latino",3
4rbw4Z9Hjn6n9x5oYzZe7P,Loco Dice,185103,44,"minimal techno, tech house, techno",3
5delTPpDAtBDsjk60f5xnt,Autumn!,599411,65,underground hip hop,1
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,803554,58,,0
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,28147518,92,"reggaeton, urbano latino, trap latino, latin",4
7vgzPGibRcse3QY4d9316n,Relaxing Music,20803,55,,0
2CpLIMBoE2ZzyY3ZBCRZ7j,BUNT.,233599,70,stutter house,1
5Lv2GUVwqmQBPwrTrxucE5,Os Barões Da Pisadinha,6823715,68,"piseiro, forró, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitário",8
2gBjLmx6zQnFGQJCAQpRgw,Nelly,3412937,77,,0
3UYegZ6o9aaL2UCOQeoAgI,Aux 88,14808,19,"miami bass, breakbeat, electro, electroclash, acid house",5
1sDWIdL18InXgES9TwvsL2,Heavenly,57267,47,jangle pop,1
4k1ELeJKT1ISyDv8JivPpB,The Prodigy,2699642,68,"big beat, breakbeat, hardcore techno",3
2CWWgbxApjbyByxBBCvGTm,Katatonia,420952,54,"gothic metal, doom metal, progressive metal, progressive rock, metal",5
6159IBm5gLPwG4BcJXseXc,Soulfly,766072,52,"groove metal, nu metal, metal, rap metal, alternative metal, thrash metal",6
6IRouO5mvvfcyxtPDKMYFN,Foreigner,3580442,74,"album rock, classic rock",2
2cAooeeHKk2UvzUgIxpS0y,Jorge Aragão,1012696,64,"samba, pagode",2
24UmQq4ccfSLpXXurb40ig,Honk!,23089,53,"schlagerparty, schlager",2
7rPqFVgJYARiFsLDlN6W6y,Toquinho,565095,64,"bossa nova, mpb, brazilian jazz, samba",4
4mncDFjVLUa3s025Tct3Ry,Claptone,561771,64,,0
4g2EfgpanE2Z9LG1nQ9zNy,Varg²™,49105,52,experimental,1
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,33670798,82,"rock, glam metal, hard rock, classic rock",4
2euX7vCVnJy3TVEGfc0RCl,Titãs,2430457,64,"brazilian rock, mpb, brazilian pop, pop rock",4
3AVDMWWNOYjcp2mtGLdM9C,Lieless,30339,57,"hardstyle, frenchcore, tekno",3
59aaupC28deoijV43wWkvW,Sam Morril,4981,38,comedy,1
2kz8ErEfOCprZuWDcFgzSM,pandora.,44380,62,"ambient, dark ambient",2
5juOkIIy18sFw9L30syt1Z,Washed Out,505205,54,"chillwave, dream pop",2
5N5tQ9Dx1h8Od7aRmGj7Fi,Bauhaus,985160,55,"post-punk, deathrock, darkwave, cold wave, new wave",5
0RBnTX5xoVa1bDYt9Qbies,Floorplan,50124,36,"disco house, funky house, chicago house",3
7GeAzBsalYANXTi1ReOm1R,Stanton Warriors,65244,39,"breakbeat, uk garage, big beat, bassline",4
0oSb8ZEnIS4bPrpDoMT4tx,Unha Pintada,957390,57,"arrocha, seresta, brega, forró, piseiro, pagode baiano",6
5cudslRGWg0GsXaN79Wifs,Town Mountain,60916,47,"bluegrass, newgrass, americana, red dirt, alt country",5
0SbGI4sb8dAKFZnK7RFyhz,Obituary,547351,49,"death metal, metal, grindcore, thrash metal",4
2XjqKvB2Xz9IdyjWPIHaXi,Sheena Ringo,1936895,65,"j-pop, j-rock, art pop",3
6jf2eKjiPT6P18RbOSLzf0,Arko,1052817,67,"hindi pop, bollywood, bangla pop, desi pop",4
0fTav4sBLmYOAzKuJw0grL,Mac Ayres,626615,56,,0
0FWzNDaEu9jdgcYTbcOa4F,3OH!3,1040290,65,,0
7KcmdvVaaO7Y0pmHQjOEFo,Jonathan Traylor,79337,48,"gospel r&b, worship, christian, pop worship, christian pop, gospel",6
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,1231025,73,,0
1vCWHaC5f2uS3yhpwWbIA6,Avicii,23530182,84,edm,1
08lN7bm4Etec8ETFxaTUmq,Nogizaka46,1286594,63,"j-pop, anime",2
1qto4hHid1P71emI6Fd8xi,Aventura,9910966,81,"bachata, bachata pop",2
7FQRbf8gbKw8KZQZAJWxH2,Paul Cardall,63250,53,,0
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,5666917,76,"country, pop country",2
1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,2186857,65,"big beat, alternative dance, electronic, breakbeat",4
00sazWvoTLOqg5MFwC68Um,Yann Tiersen,1083697,66,,0
3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,245762,67,"classical, opera, orchestra",3
5nriuBVz6NDh6k8gTU5WgP,Trio Mocoto,38826,57,"samba, brazilian jazz, bossa nova",3
1CfNMyL1MsEfjhdncy0O6i,Mrs Mills,1855,22,"ragtime, honky tonk",2
7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,1381621,63,"worship, christian, cedm, pop worship, christian pop",5
5kVZa4lFUmAQlBogl1fkd6,Aimyon,5758014,72,j-pop,1
7mEIug7XUlQHikrFxjTWes,Neil Diamond,3098662,69,,0
0hprEC0nsWuQPSHag1O2Vi,Gareth Emery,337729,60,"trance, progressive trance, progressive house",3
2k9fmblHnLIyiatnCNMTWN,Despise You,22313,26,"grindcore, hardcore punk, sludge metal, hardcore",4
3f5VCwd57gZsqMad28jyLV,Maria Bethânia,1410756,65,"mpb, samba, bossa nova, axé",4
6tZxUxheS7w3953cQFOXkd,Adalberto Santiago,219874,58,"salsa, salsa romantica",2
3CWoPzCX85ikTyt8nPrWJp,NJ,447174,52,"malayalam hip hop, malayalam pop, tamil hip hop, mollywood, tamil indie",5
1g4J8P1JWwanNyyXckRX5W,Adamlar,2122460,65,"anatolian rock, turkish pop",2
7y3HnWCFEvWj4KM9GFSkiX,WeiBird,480771,56,"mandopop, taiwanese pop, c-pop, chinese r&b",4
0hrEx5826hgRBMESGY9wXC,Rubby Perez,133756,58,"merengue, salsa, salsa romantica",3
3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,1590440,65,"pop punk, emo pop, punk, emo",4
2NPduAUeLVsfIauhRwuft1,Nightwish,2355430,67,"symphonic metal, gothic metal, power metal, symphonic rock, melodic metal, metal, folk metal",7
1mBydYMVBECdDmMfE2sEUO,Sachin-Jigar,5504937,82,"gujarati pop, bollywood, hindi pop, desi, gujarati garba",5
7MlyHuGRHi31yYlrttDqgT,The Distillers,384180,53,"punk, skate punk, ska punk",3
3tN4jv8IaO9UAKTWqpXaV4,Mia Julia,151570,64,"schlagerparty, schlager",2
4uGB0nZ5d1iCXS3sHR3pzm,Gökhan Türkmen,1357930,67,"turkish pop, arabesk",2
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,2598806,76,,0
6zsJjoCtL1WByG0VsuFWzR,BLOND:ISH,155294,67,"afro house, latin house",2
74XFHRwlV6OrjEM0A2NCMF,Paramore,9349065,82,"pop punk, emo, emo pop",3
74OaRjmyh0XyRZsQQQ5l7c,Jasleen Royal,3134937,73,"hindi pop, bollywood, gujarati pop, desi, hindi indie",5
7jnJgk7LLLdpPhXrOOZXCa,Ed Solo,45766,48,"jungle, drum and bass, ragga, breakbeat",4
2loYllWFfoWpoxC5YrJKc4,Dion & The Belmonts,224381,52,"doo-wop, rock and roll",2
20Vsy9o3aZiJph9al7UyeT,Ivan Rebroff,16936,32,,0
11mqrDSFRRz8g0Wb3syJj5,Panteon Rococo,2911277,67,"ska, mexican ska, rock en español, mexican rock, rock urbano, latin alternative",6
659t7L9mu8Kfk0JquBRXFM,Alberto Echagüe,3690,32,tango,1
05fG473iIaoy82BF1aGhL8,Slipknot,13114869,81,"nu metal, metal, alternative metal, rap metal, heavy metal",5
0NTSMFFapnyZfvmCwzcYPd,Cradle Of Filth,605791,56,"black metal, gothic metal, metal, symphonic metal, death metal",5
4SGo67MJz6DdsjzaRZ4OD7,Skeng,377477,56,"dancehall, soca",2
6T2pk5T8c4Wi61x1v84sUa,The Laurie Berkner Band,93645,59,children's music,1
6mMCSCuTbGU6kNr4303LwH,The Flashbulb,63571,43,"idm, breakcore, post-rock, glitch",4
7daPb40K64rRtF36wd3ZOk,Stephen Schwartz,34919,62,,0
6dlzQ6fiPna40trq1Ek6cb,1da Banton,326141,63,"afrobeats, afrobeat, afropop",3
