artist_id,artist_name,followers,popularity,genres,num_genres,log_followers,faixa_popularidade_nomeada,popularity_scaled,log_followers_scaled,num_genres_scaled
5FQ8tBUtIamA2hRtatrYUF,Marc Seguí,203413,68,,0,12.222998590119767,Artistas de Nicho,0.6666666666666666,0.4488226965400741,0.0
1sPg5EHuQXTMElpZ4iUgXe,ANAVITÓRIA,7136772,74,"mpb, nova mpb, brazilian pop",3,15.780771271366394,Mainstream Regional,0.7291666666666666,0.7501432572726752,0.25
1CcZoULzFHa8Uhwo6OlQcp,Semicenk,5121289,75,"turkish pop, arabesk, turkish hip hop",3,15.448916918405832,Mainstream Regional,0.7395833333333334,0.7220373189021008,0.25
2MzavRjaUsMvWgLAYPyWhL,Oleg Pogudin,1450,14,,0,7.280008252884188,Descobertas Locais,0.10416666666666666,0.030183071821339502,0.0
6Dh1VoXiCXoeebGBXj8a9R,disrupt,46828,31,"grindcore, hardcore punk, sludge metal, punk",4,10.754257948116578,Descobertas Locais,0.28124999999999994,0.3244297705524334,0.3333333333333333
6eNOjuJSfKkAvbiGW90AkZ,Joachim Pastor,142948,54,"melodic techno, minimal techno, electro",3,11.870243202273034,Artistas de Nicho,0.5208333333333334,0.4189465743730503,0.25
2vRfKzjQYJQd67X8x49MOh,Real McCoy,166512,57,"eurodance, europop",2,12.02282866343278,Artistas de Nicho,0.5520833333333334,0.4318695857162558,0.16666666666666666
1FDE7zZ6jmP8HHb9ej3mek,Sara Watkins,56609,49,"newgrass, bluegrass, americana",3,10.943940927030706,Nova Cena,0.46874999999999994,0.3404947040624091,0.25
3rt16vhD1OuULlsyxUUWIt,Immolation,125274,36,"death metal, grindcore, metal",3,11.738266599827925,Artistas de Nicho,0.3333333333333333,0.40776900137577565,0.25
2r7POU2f5jV6x3k4vsNwrM,Fiora,13437,51,"melodic bass, drum and bass",2,9.505841793480096,Descobertas Locais,0.4895833333333333,0.21869691760048682,0.16666666666666666
432R46LaYsJZV2Gmc4jUV5,Joy Division,2677026,64,"post-punk, new wave, darkwave, madchester, cold wave",5,14.800217408368699,Mainstream Regional,0.625,0.6670966249275598,0.41666666666666663
6VZ658qB3goLJXy084ROQs,Riko,1364,26,"happy hardcore, tekno, speedcore",3,7.21890970761906,Descobertas Locais,0.22916666666666666,0.025008416336384953,0.25
278ZYwGhdK6QTzE3MFePnP,Trivium,1660536,63,"metalcore, metal, heavy metal",3,14.322651601995736,Mainstream Regional,0.6145833333333334,0.6266498596461434,0.25
4PzYKhC14sTJNEr0dzoo0d,Luísa Sonza,6509030,77,"brazilian pop, funk pop, funk",3,15.688701155179533,Mainstream Regional,0.7604166666666666,0.7423455080847141,0.25
39fT56OHEL2E98zDKrqBsC,Nikhil D'Souza,179914,60,"bollywood, hindi pop, hindi indie, indian indie",4,12.100239796118098,Artistas de Nicho,0.5833333333333334,0.438425812883505,0.3333333333333333
2gFsmDBM0hkoZPmrO5EdyO,Tedeschi Trucks Band,460787,55,"modern blues, blues rock, blues, southern rock",4,13.040693346358061,Artistas de Nicho,0.53125,0.5180762055561412,0.3333333333333333
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,803554,58,,0,13.59680091234601,Promissores,0.5625,0.5651749548647722,0.0
6nS5roXSAGhTGr34W6n7Et,Disclosure,2313205,77,house,1,14.654144999072278,Mainstream Regional,0.7604166666666666,0.6547252273650441,0.08333333333333333
4f0OXMMSxr0r8Ztx6CdpAl,Sub Zero Project,221023,60,"hardstyle, frenchcore, hardcore",3,12.3060265718887,Artistas de Nicho,0.5833333333333334,0.455854634852205,0.25
2qoQgPAilErOKCwE2Y8wOG,GloRilla,2099828,81,,0,14.557366470806738,Mainstream Regional,0.8020833333333334,0.6465287058285332,0.0
44ejFPE33H5aOInxNV2BFP,Gotan Project,411062,55,"tango, nu jazz, lounge",3,12.92650176640301,Artistas de Nicho,0.53125,0.5084049100615282,0.25
